Identifier-Analyte	Analyte_Name
A302004-101-xxx	M000000_A302004-101-xxx_NA_1027846,38_PRED_VAR5_FAME_D302190
A302005-101-xxx	M000000_A302005-101-xxx_NA_0_FALSE_VAR5_FAME_3',5'-Cyclic-AMP_2TMS
A303001-101-xxx	M000000_A303001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A303002-101-xxx	M000000_A303002-101-xxx_NA_1031800,5_TRUE_VAR5_FAME_Progesterone, 17alpha-hydroxy- (2MEOX) (1TMS) MP
A303004-101-xxx	M000000_A303004-101-xxx_NA_1032530,75_PRED_VAR5_FAME_D310830
A304001-101-xxx	M000000_A304001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A304002-101-xxx	M000000_A304002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A304003-101-xxx	M000000_A304003-101-xxx_NA_1033014,62_TRUE_VAR5_FAME_Hexacosanoic acid (1TMS)
A304004-101-xxx	M000000_A304004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A304005-101-xxx	M000000_A304005-101-xxx_NA_0_FALSE_VAR5_FAME_Heptacosanoic acid methyl ester, n-
A304006-101-xxx	M000000_A304006-101-xxx_NA_1034049,5_TRUE_VAR5_FAME_Eriodictyol (1MEOX) (4TMS)
A304007-101-xxx	M000000_A304007-101-xxx_NA_1034472,31_TRUE_VAR5_FAME_Pregnane-3alpha,21-diol-11,20-dione, 5beta- (1MEOX) (2TMS) MP
A304008-101-xxx	M000000_A304008-101-xxx_NA_1034738,88_TRUE_VAR5_FAME_Pregn-5-ene-3,21-diol-20-one (1MEOX) (2TMS)
A305001-101-xxx	M000000_A305001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A305002-101-xxx	M000000_A305002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A305003-101-xxx	M000000_A305003-101-xxx_NA_1038281,44_TRUE_VAR5_FAME_Acacetin (1TMS)
A305006-101-xxx	M000000_A305006-101-xxx_NA_1037166,62_PRED_VAR5_FAME_D305620
A306001-101-xxx	M000000_A306001-101-xxx_NA_1035255,62_TRUE_VAR5_FAME_NA
A306002-101-xxx	M000000_A306002-101-xxx_NA_0_FALSE_VAR5_FAME_Luteolin (4TMS)
A306003-101-xxx	M000000_A306003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A306004-101-xxx	M000000_A306004-101-xxx_NA_1041240,06_TRUE_VAR5_FAME_Ergocalciferol (1TMS)
A307001-101-xxx	M000000_A307001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A307002-101-xxx	M000000_A307002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A307003-101-xxx	M000000_A307003-101-xxx_NA_1041161,75_TRUE_VAR5_FAME_Adenosine-5-monophosphate (5TMS)
A307004-101-xxx	M000000_A307004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A307005-101-xxx	M000000_A307005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A307006-101-xxx	M000000_A307006-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A307007-101-xxx	M000000_A307007-101-xxx_NA_0_FALSE_VAR5_FAME_Adenosine-5-monophosphate (4TMS) (Derivate not found)
A307008-101-xxx	M000000_A307008-101-xxx_NA_0_FALSE_VAR5_FAME_RL3_1
A307009-101-xxx	M000000_A307009-101-xxx_NA_0_FALSE_VAR5_FAME_18|0_10|0_Mycolic_acid_1MeO
A308001-101-xxx	M000000_A308001-101-xxx_NA_1053541_TRUE_VAR5_FAME_Guanosine-5-monophosphate (6TMS)
A308002-101-xxx	M000000_A308002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A308003-101-xxx	M000000_A308003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A308004-101-xxx	M000000_A308004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A308005-101-xxx	M000000_A308005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A309001-101-xxx	M000000_A309001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A309002-101-xxx	M000000_A309002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A309004-101-xxx	M000000_A309004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A309005-101-xxx	M000000_A309005-101-xxx_NA_1050069,12_TRUE_VAR5_FAME_Acacetin (2TMS)
A309006-101-xxx	M000000_A309006-101-xxx_NA_1046504,38_PRED_VAR5_FAME_D309090
A310001-101-xxx	M000000_A310001-101-xxx_NA_0_FALSE_VAR5_FAME_NA310001 (classified unknown)
A310004-101-xxx	M000000_A310004-101-xxx_NA_0_FALSE_VAR5_FAME_Hentriacontane, n-
A310005-101-xxx	M000000_A310005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A310007-101-xxx	M000000_A310007-101-xxx_NA_1049344,75_PRED_VAR5_FAME_D317120
A311001-101-xxx	M000000_A311001-101-xxx_NA_1050705,38_TRUE_VAR5_FAME_Quinic acid, 3-caffeoyl-, trans- (6TMS)
A311002-101-xxx	M000000_A311002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A311003-101-xxx	M000000_A311003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A311004-101-xxx	M000000_A311004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A311006-101-xxx	M000000_A311006-101-xxx_NA_1053620,88_TRUE_VAR5_FAME_Adenosine-3',5'-cyclic-monophosphate (3TMS)
A311007-101-xxx	M000000_A311007-101-xxx_NA_1056028,88_TRUE_VAR5_FAME_Pregnane-3alpha,21-diol-11,20-dione, 5beta- (1MEOX) (2TMS) BP
A312001-101-xxx	M000000_A312001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A312002-101-xxx	M000000_A312002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A312003-101-xxx	M000000_A312003-101-xxx_NA_1057597,88_TRUE_VAR5_FAME_Pregn-4-ene-11beta-17alpha-diol-3-20-dione (2MEOX) (2TMS) MP
A312005-101-xxx	M000000_A312005-101-xxx_NA_1054714_PRED_VAR5_FAME_D319140
A313001-101-xxx	M000000_A313001-101-xxx_NA_1053150,38_PRED_VAR5_FAME_NA
A313002-101-xxx	M000000_A313002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A313003-101-xxx	M000000_A313003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A313004-101-xxx	M000000_A313004-101-xxx_NA_0_FALSE_VAR5_FAME_Heptacosanoic acid, n- (1TMS)
A313005-101-xxx	M000000_A313005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A313006-101-xxx	M000000_A313006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A313007-101-xxx	M000000_A313007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A313008-101-xxx	M000000_A313008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A313009-101-xxx	M000000_A313009-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A314001-101-xxx	M000000_A314001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A314002-101-xxx	M000000_A314002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A314003-101-xxx	M000000_A314003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A314004-101-xxx	M000000_A314004-101-xxx_NA_1061700_TRUE_VAR5_FAME_Octacosanoic acid methyl ester (FAME MIX)
A315001-101-xxx	M000000_A315001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A315002-101-xxx	M000000_A315002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A315003-101-xxx	M000000_A315003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A315004-101-xxx	M000000_A315004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A315005-101-xxx	M000000_A315005-101-xxx_NA_1065080,75_TRUE_VAR5_FAME_Dihydrozeatin riboside (4TMS)
A315006-101-xxx	M000000_A315006-101-xxx_NA_1065743_TRUE_VAR5_FAME_Progesterone, 11beta-hydroxy- (2MEOX) (1TMS) MP
A315007-101-xxx	M000000_A315007-101-xxx_NA_1064552,12_TRUE_VAR5_FAME_Corticosterone, 11-deoxy- (2MEOX) (1TMS) MP
A315008-101-xxx	M000000_A315008-101-xxx_NA_1066116,5_TRUE_VAR5_FAME_Cortisol, 11-deoxy- (2MEOX) (2TMS) MP
A315009-101-xxx	M000000_A315009-101-xxx_NA_1064656,62_PRED_VAR5_FAME_D323290
A315010-101-xxx	M000000_A315010-101-xxx_NA_0_FALSE_VAR5_FAME_3',5'-Cyclic-AMP_4TMS
A316001-101-xxx	M000000_A316001-101-xxx_NA_0_FALSE_VAR5_FAME_Tocopherol, alpha- (1TMS)
A316002-101-xxx	M000000_A316002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A316003-101-xxx	M000000_A316003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A316004-101-xxx	M000000_A316004-101-xxx_NA_0_FALSE_VAR5_FAME_Apigenin (3TMS)
A316006-101-xxx	M000000_A316006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A316008-101-xxx	M000000_A316008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A316009-101-xxx	M000000_A316009-101-xxx_NA_1067435,5_TRUE_VAR5_FAME_Progesterone, 11beta-hydroxy- (2MEOX) (1TMS) BP
A316010-101-xxx	M000000_A316010-101-xxx_NA_1077890,25_TRUE_VAR5_FAME_Cholestane, 3beta-hydroxy-, 5alpha- (1TMS)
A317001-101-xxx	M000000_A317001-101-xxx_NA_1065422,88_TRUE_VAR5_FAME_Quinic acid, 4-caffeoyl-, trans- (6TMS)
A317002-101-xxx	M000000_A317002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A317003-101-xxx	M000000_A317003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A317004-101-xxx	M000000_A317004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A317006-101-xxx	M000000_A317006-101-xxx_NA_0_FALSE_VAR5_FAME_2'-Deoxyguanosine 5'-phosphoric-acid_5TMS
A318001-101-xxx	M000000_A318001-101-xxx_NA_1065581,62_TRUE_VAR5_FAME_Trehalose-6-phosphate (9TMS)
A318002-101-xxx	M000000_A318002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A318003-101-xxx	M000000_A318003-101-xxx_NA_1078144,25_TRUE_VAR5_FAME_Tocopherolacetate, alpha-
A318004-101-xxx	M000000_A318004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A318005-101-xxx	M000000_A318005-101-xxx_NA_0_FALSE_VAR5_FAME_Kaempferol [+H2] (5TMS)
A318006-101-xxx	M000000_A318006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A318007-101-xxx	M000000_A318007-101-xxx_NA_0_FALSE_VAR5_FAME_Siloxane
A318008-101-xxx	M000000_A318008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A319001-101-xxx	M000000_A319001-101-xxx_NA_1071361_TRUE_VAR5_FAME_Quinic acid, 5-caffeoyl-, trans- (6TMS)
A319002-101-xxx	M000000_A319002-101-xxx_NA_1074683,62_TRUE_VAR5_FAME_Cholesterol (1TMS)
A319003-101-xxx	M000000_A319003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A319004-101-xxx	M000000_A319004-101-xxx_NA_1069690,62_TRUE_VAR5_FAME_Quercetin (5TMS)
A319005-101-xxx	M000000_A319005-101-xxx_NA_1075442,12_TRUE_VAR5_FAME_Guanosine-3',5'-cyclic-monophosphate (4TMS)
A319007-101-xxx	M000000_A319007-101-xxx_NA_1043663,38_TRUE_VAR5_FAME_Progesterone, 11alpha-hydroxy- (2MEOX) (1TMS) MP
A319008-101-xxx	M000000_A319008-101-xxx_NA_1074419_PRED_VAR5_FAME_D327500
A320001-101-xxx	M000000_A320001-101-xxx_NA_1075628,88_PRED_VAR5_FAME_Dotriacontane, n-
A320002-101-xxx	M000000_A320002-101-xxx_NA_0_FALSE_VAR5_FAME_Ubidihydroquinone Q4 (2TMS)
A320003-101-xxx	M000000_A320003-101-xxx_NA_1080373,88_TRUE_VAR5_FAME_Myricetin (6TMS)
A321001-101-xxx	M000000_A321001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A321002-101-xxx	M000000_A321002-101-xxx_NA_1082748,62_TRUE_VAR5_FAME_Guanosine-2',3'-cyclic-monophosphate (4TMS)
A322001-101-xxx	M000000_A322001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A322002-101-xxx	M000000_A322002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A322005-101-xxx	M000000_A322005-101-xxx_NA_0_FALSE_VAR5_FAME_Ubidihydroquinone Q4 (2TMS)
A322007-101-xxx	M000000_A322007-101-xxx_NA_1110251,38_TRUE_VAR5_FAME_Nonacosanoic acid (1TMS)
A322008-101-xxx	M000000_A322008-101-xxx_NA_1048933,25_TRUE_VAR5_FAME_Progesterone, 11alpha-hydroxy- (2MEOX) (1TMS) BP
A323001-101-xxx	M000000_A323001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A323002-101-xxx	M000000_A323002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A323003-101-xxx	M000000_A323003-101-xxx_NA_1085801,62_TRUE_VAR5_FAME_Octacosanoic acid (1TMS)
A323004-101-xxx	M000000_A323004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A324001-101-xxx	M000000_A324001-101-xxx_NA_1081440,25_PRED_VAR5_FAME_NA
A324002-101-xxx	M000000_A324002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A324003-101-xxx	M000000_A324003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A324006-101-xxx	M000000_A324006-101-xxx_NA_0_FALSE_VAR5_FAME_Melezitose_1_xTMS
A324007-101-xxx	M000000_A324007-101-xxx_NA_0_FALSE_VAR5_FAME_RLL-1_4TMS
A325001-101-xxx	M000000_A325001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A325003-101-xxx	M000000_A325003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A326002-101-xxx	M000000_A326002-101-xxx_NA_0_FALSE_VAR5_FAME_18|0_12|0_Mycolic_acid_1MeO
A327001-101-xxx	M000000_A327001-101-xxx_NA_0_FALSE_VAR5_FAME_Ergosterol (1TMS)
A327002-101-xxx	M000000_A327002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A327003-101-xxx	M000000_A327003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A327004-101-xxx	M000000_A327004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A327005-101-xxx	M000000_A327005-101-xxx_NA_1096540_TRUE_VAR5_FAME_Corticosterone (2MEOX) (2TMS) MP
A328001-101-xxx	M000000_A328001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A328002-101-xxx	M000000_A328002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A328004-101-xxx	M000000_A328004-101-xxx_NA_1099694_TRUE_VAR5_FAME_Cholecalciferol, 25-hydroxy- (2TMS) MP
A328005-101-xxx	M000000_A328005-101-xxx_NA_1098197,62_TRUE_VAR5_FAME_Corticosterone (2MEOX) (2TMS) BP
A328006-101-xxx	M000000_A328006-101-xxx_NA_1099679,12_TRUE_VAR5_FAME_Hydrocortisone (2MEOX) (3TMS) MP
A329001-101-xxx	M000000_A329001-101-xxx_NA_0_FALSE_VAR5_FAME_Campesterol (1TMS)
A329003-101-xxx	M000000_A329003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A329004-101-xxx	M000000_A329004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A329005-101-xxx	M000000_A329005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A329006-101-xxx	M000000_A329006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A329007-101-xxx	M000000_A329007-101-xxx_NA_1102237,75_TRUE_VAR5_FAME_Lithocholic acid (2TMS)
A329008-101-xxx	M000000_A329008-101-xxx_NA_0_FALSE_VAR5_FAME_Melezitose_2_xTMS
A330001-101-xxx	M000000_A330001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A330002-101-xxx	M000000_A330002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A330003-101-xxx	M000000_A330003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A330004-101-xxx	M000000_A330004-101-xxx_NA_0_FALSE_VAR5_FAME_Tritriacontane, n-
A330005-101-xxx	M000000_A330005-101-xxx_NA_1104528,12_TRUE_VAR5_FAME_Pregn-4-ene-11beta-17alpha-diol-3-20-dione (2MEOX) (1TMS) MP
A330006-101-xxx	M000000_A330006-101-xxx_NA_1103051,62_TRUE_VAR5_FAME_Cholesterol, 22(S)-hydroxy- (2TMS)
A331001-101-xxx	M000000_A331001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A331002-101-xxx	M000000_A331002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A331003-101-xxx	M000000_A331003-101-xxx_NA_1113053_TRUE_VAR5_FAME_Lanosterol, 24,25-dihydro- (1TMS)
A331004-101-xxx	M000000_A331004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A331006-101-xxx	M000000_A331006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A331007-101-xxx	M000000_A331007-101-xxx_NA_1107110,12_TRUE_VAR5_FAME_Cholesterol-5beta,6beta-epoxide (1TMS)
A331008-101-xxx	M000000_A331008-101-xxx_NA_1106186,12_TRUE_VAR5_FAME_Pregn-4-ene-11beta-17alpha-diol-3-20-dione (2MEOX) (1TMS) BP
A332001-101-xxx	M000000_A332001-101-xxx_NA_1107222,12_TRUE_VAR5_FAME_Stigmasterol (1TMS)
A332002-101-xxx	M000000_A332002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A332003-101-xxx	M000000_A332003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A332005-101-xxx	M000000_A332005-101-xxx_NA_1107837,88_TRUE_VAR5_FAME_Cholecalciferol, 25-hydroxy- (2TMS) BP
A333001-101-xxx	M000000_A333001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A333002-101-xxx	M000000_A333002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A333003-101-xxx	M000000_A333003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A333004-101-xxx	M000000_A333004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A333005-101-xxx	M000000_A333005-101-xxx_NA_1111126,75_TRUE_VAR5_FAME_Cholesterol, 20alpha-hydroxy- (2TMS)
A333006-101-xxx	M000000_A333006-101-xxx_NA_1111659,12_TRUE_VAR5_FAME_Chenodeoxycholic acid (3TMS)
A334001-101-xxx	M000000_A334001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A334002-101-xxx	M000000_A334002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A334003-101-xxx	M000000_A334003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A334004-101-xxx	M000000_A334004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A334006-101-xxx	M000000_A334006-101-xxx_NA_1113100_TRUE_VAR5_FAME_Triacontanoic acid methyl ester (FAME MIX)
A334007-101-xxx	M000000_A334007-101-xxx_NA_1113569,25_TRUE_VAR5_FAME_Tetrahydroalstonine (1TMS)
A334008-101-xxx	M000000_A334008-101-xxx_NA_1112474,38_TRUE_VAR5_FAME_Tetrahydroalstonine
A334009-101-xxx	M000000_A334009-101-xxx_NA_1112881_TRUE_VAR5_FAME_Fluorescein (2TMS)
A335001-101-xxx	M000000_A335001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A335002-101-xxx	M000000_A335002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A335003-101-xxx	M000000_A335003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A335004-101-xxx	M000000_A335004-101-xxx_NA_1108022,62_TRUE_VAR5_FAME_Purine, 6-benzylamino-, 9-beta-D-glucopyranosyl- (5TMS)
A335005-101-xxx	M000000_A335005-101-xxx_NA_0_FALSE_VAR5_FAME_Melezitose_3_xTMS
A336003-101-xxx	M000000_A336003-101-xxx_NA_1123229,88_TRUE_VAR5_FAME_Fucosterol (1TMS)
A337001-101-xxx	M000000_A337001-101-xxx_NA_0_FALSE_VAR5_FAME_Stigmastan-3-ol, (3-beta)- (1TMS)
A337002-101-xxx	M000000_A337002-101-xxx_NA_1114193,62_TRUE_VAR5_FAME_Raffinose (11TMS)
A337003-101-xxx	M000000_A337003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A337005-101-xxx	M000000_A337005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A337006-101-xxx	M000000_A337006-101-xxx_NA_1120988,38_TRUE_VAR5_FAME_Fluorescein, 5(6)-carboxy- (4TMS)
A338001-101-xxx	M000000_A338001-101-xxx_NA_1124485,62_TRUE_VAR5_FAME_Lanosterol (1TMS)
A338002-101-xxx	M000000_A338002-101-xxx_NA_1123179,62_TRUE_VAR5_FAME_Sitosterol, beta- (1TMS)
A338003-101-xxx	M000000_A338003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A338004-101-xxx	M000000_A338004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A338005-101-xxx	M000000_A338005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A338006-101-xxx	M000000_A338006-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A338007-101-xxx	M000000_A338007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A338008-101-xxx	M000000_A338008-101-xxx_NA_1124574,38_TRUE_VAR5_FAME_Phylloquinone
A338010-101-xxx	M000000_A338010-101-xxx_NA_0_FALSE_VAR5_FAME_Obtusifoliol (1TMS)
A338011-101-xxx	M000000_A338011-101-xxx_NA_1122610,38_TRUE_VAR5_FAME_Sphingosine, O-1-beta-galactosyl- (7TMS)
A339001-101-xxx	M000000_A339001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A339002-101-xxx	M000000_A339002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A339003-101-xxx	M000000_A339003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A339005-101-xxx	M000000_A339005-101-xxx_NA_1125324,75_TRUE_VAR5_FAME_Phylloquinone (1TMS)
A340001-101-xxx	M000000_A340001-101-xxx_NA_1126506_TRUE_VAR5_FAME_Quinic acid, 1-caffeoyl-, trans- (6TMS)
A340002-101-xxx	M000000_A340002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A340003-101-xxx	M000000_A340003-101-xxx_NA_1116572,88_TRUE_VAR5_FAME_Kestose, 1- (11TMS)
A340004-101-xxx	M000000_A340004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A340005-101-xxx	M000000_A340005-101-xxx_NA_1128098,12_TRUE_VAR5_FAME_Tetratriacontane
A340007-101-xxx	M000000_A340007-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A340008-101-xxx	M000000_A340008-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A340009-101-xxx	M000000_A340009-101-xxx_NA_1127067_TRUE_VAR5_FAME_Rosmarinic acid (5TMS)
A341001-101-xxx	M000000_A341001-101-xxx_NA_0_FALSE_VAR5_FAME_Kestose, 6- (11TMS)
A341002-101-xxx	M000000_A341002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A341003-101-xxx	M000000_A341003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A341004-101-xxx	M000000_A341004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A341005-101-xxx	M000000_A341005-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A341006-101-xxx	M000000_A341006-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-129
A342001-101-xxx	M000000_A342001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A342002-101-xxx	M000000_A342002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A342003-101-xxx	M000000_A342003-101-xxx_NA_1134712,38_TRUE_VAR5_FAME_Triacontanoic acid (1TMS)
A342004-101-xxx	M000000_A342004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A342005-101-xxx	M000000_A342005-101-xxx_NA_0_FALSE_VAR5_FAME_Hentriacontanoic acid methyl ester
A342006-101-xxx	M000000_A342006-101-xxx_NA_1133810,12_TRUE_VAR5_FAME_Sphingosine, O-1-beta-galactosyl- (6TMS)
A342008-101-xxx	M000000_A342008-101-xxx_NA_0_FALSE_VAR5_FAME_18|1_14|0_Mycolic_acid_1MeO
A343001-101-xxx	M000000_A343001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A343002-101-xxx	M000000_A343002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A343003-101-xxx	M000000_A343003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A343004-101-xxx	M000000_A343004-101-xxx_NA_1137058,12_PRED_VAR5_FAME_NA343004
A344001-101-xxx	M000000_A344001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A344003-101-xxx	M000000_A344003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A344004-101-xxx	M000000_A344004-101-xxx_NA_1138331_TRUE_VAR5_FAME_Phyllodihydroquinone (2TMS)
A344006-101-xxx	M000000_A344006-101-xxx_NA_0_FALSE_VAR5_FAME_18|0_14|0_Mycolic_acid_1MeO
A345001-101-xxx	M000000_A345001-101-xxx_NA_0_FALSE_VAR5_FAME_Cycloartenol (1TMS)
A345002-101-xxx	M000000_A345002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A345003-101-xxx	M000000_A345003-101-xxx_NA_0_FALSE_VAR5_FAME_Cycloeucalenol (1TMS)
A346001-101-xxx	M000000_A346001-101-xxx_NA_1134829,38_TRUE_VAR5_FAME_Melezitose (11TMS)
A346003-101-xxx	M000000_A346003-101-xxx_NA_1144834,75_PRED_VAR5_FAME_NA346003
A346004-101-xxx	M000000_A346004-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-130
A347001-101-xxx	M000000_A347001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A347002-101-xxx	M000000_A347002-101-xxx_NA_1142153,5_TRUE_VAR5_FAME_Purine, 6-benzylamino-, 9-beta-D-glucopyranosyl- (4TMS)
A348001-101-xxx	M000000_A348001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A348002-101-xxx	M000000_A348002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A348003-101-xxx	M000000_A348003-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A348004-101-xxx	M000000_A348004-101-xxx_NA_1147866,88_TRUE_VAR5_FAME_Phyllodihydroquinone (2TMS)
A348005-101-xxx	M000000_A348005-101-xxx_NA_1146668_TRUE_VAR5_FAME_Lysine, N6-biotinyl- (5TMS)
A349001-101-xxx	M000000_A349001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A349002-101-xxx	M000000_A349002-101-xxx_NA_0_FALSE_VAR5_FAME_Unknown#sst-cgl-131
A350001-101-xxx	M000000_A350001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A350002-101-xxx	M000000_A350002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A350003-101-xxx	M000000_A350003-101-xxx_NA_0_FALSE_VAR5_FAME_Pentatriacontane, n-
A350004-101-xxx	M000000_A350004-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A350005-101-xxx	M000000_A350005-101-xxx_NA_1151087,25_TRUE_VAR5_FAME_Phylloquinone (2TMS)
A351001-101-xxx	M000000_A351001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A351002-101-xxx	M000000_A351002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A352001-101-xxx	M000000_A352001-101-xxx_NA_0_FALSE_VAR5_FAME_NA
A352002-101-xxx	M000000_A352002-101-xxx_NA_0_FALSE_VAR5_FAME_NA
